vine,scion,rootstock,row,block,slice,ring,width_cm
Cab_Kober 5BB_24_1,Cab,Kober 5BB,24,1,Slice 1430,5,0.366196011
Chard_Schwarzmann_14_4,Chard,Schwarzmann,14,4,Slice 945,5,0.155863074
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,5,0.324893382
Chard_Teleki 5C_10_3,Chard,Teleki 5C,10,3,Slice 1006,5,0.213927653
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 800,5,0.209479523
Chard_Ramsey_4_1,Chard,Ramsey,4,1,Slice 1263,5,0.220912293
Chard_Teleki 5C_6_4,Chard,Teleki 5C,6,4,Slice 1310,5,0.236431929
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,5,0.164934771
Cab_Ramsey_17_4,Cab,Ramsey,17,4,Slice 757,5,0.189077639
Chard_SO4_7_3,Chard,SO4,7,3,Slice 189,5,0.271374697
Chard_Ramsey_13_3,Chard,Ramsey,13,3,Slice 253,5,0.241763848
Chard_Teleki 5C_6_4,Chard,Teleki 5C,6,4,Slice 774,5,0.233260124
Cab_039-16_18_4,Cab,039-16,18,4,Slice 171,5,0.204893205
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,5,0.270368896
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,5,0.220554746
Cab_Schwarzmann_29_3,Cab,Schwarzmann,29,3,Slice 854,5,0.128893431
Chard_Kober 5BB_2_2,Chard,Kober 5BB,2,2,Slice 438,5,0.291505206
Chard_140 Ruggeri_3_4,Chard,140 Ruggeri,3,4,Slice 712,5,0.201884044
Cab_420 A_25_1,Cab,420 A,25,1,Slice 723,5,0.197226531
Cab_SO4_25_3,Cab,SO4,25,3,Slice 223,5,0.367722313
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,5,0.261581572
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,5,0.283000959
Chard_420 A_6_3,Chard,420 A,6,3,Slice 441,5,0.264011475
Chard_SO4_11_1,Chard,SO4,11,1,Slice 855,5,0.240139278
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,5,0.394418394
Chard_Ramsey_10_4,Chard,Ramsey,10,4,Slice 154,5,0.243092741
Cab_140 Ruggeri_27_4,Cab,140 Ruggeri,27,4,Slice 1376,5,0.274417961
Chard_Teleki 5C_14_2,Chard,Teleki 5C,14,2,Slice 317,5,0.1599192
Cab_Freedom_18_3,Cab,Freedom,18,3,Slice 1437,5,0.287235319
Chard_420 A_6_3,Chard,420 A,6,3,Slice 737,5,0.162825631
Chard_SO4_7_3,Chard,SO4,7,3,Slice 754,5,0.268639209
Chard_420 A_12_1,Chard,420 A,12,1,Slice 383,5,0.235095835
Cab_140 Ruggeri_27_4,Cab,140 Ruggeri,27,4,Slice 811,5,0.298474583
Cab_Freedom_16_4,Cab,Freedom,16,4,Slice 269,5,0.273108354
Chard_Freedom_12_3,Chard,Freedom,12,3,Slice 1119,5,0.193727207
Cab_3309 Couderc_18_1,Cab,3309 Couderc,18,1,Slice 443,5,0.277814125
Cab_3309 Couderc_24_4,Cab,3309 Couderc,24,4,Slice 415,5,0.31995388
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,5,0.180998694
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,5,0.166239592
Chard_420 A_12_1,Chard,420 A,12,1,Slice 1303,5,0.259716519
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,5,0.295318611
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,5,0.187184956
Chard_Kober 5BB_11_1,Chard,Kober 5BB,11,1,Slice 737,5,0.339005746
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,5,0.192443355
Chard_Freedom_12_3,Chard,Freedom,12,3,Slice 175,5,0.177981516
Chard_Schwarzmann_7_1,Chard,Schwarzmann,7,1,Slice 359,5,0.186096816
Cab_Schwarzmann_29_3,Cab,Schwarzmann,29,3,Slice 293,5,0.284211441
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,5,0.274135445
Chard_Schwarzmann_6_2,Chard,Schwarzmann,6,2,Slice 715,5,0.198606521
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,5,0.127896579
Chard_Ramsey_13_3,Chard,Ramsey,13,3,Slice 1380,5,0.268308756
Cab_420 A_16_2,Cab,420 A,16,2,Slice 1353,5,0.270630722
Chard_1103 Paulsen_4_4,Chard,1103 Paulsen,4,4,Slice 817,5,0.217642091
Chard_3309 Couderc_10_2,Chard,3309 Couderc,10,2,Slice 451,5,0.339518247
Chard_140 Ruggeri_4_2,Chard,140 Ruggeri,4,2,Slice 317,5,0.288524389
Cab_Schwarzmann_20_1,Cab,Schwarzmann,20,1,Slice 198,5,0.170188827
Cab_Kober 5BB_20_2,Cab,Kober 5BB,20,2,Slice 1300,5,0.331020876
Cab_SO4_25_3,Cab,SO4,25,3,SLice 1380,5,0.193180395
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,5,0.193922079
Chard_775 Paulsen_8_2,Chard,775 Paulsen,8,2,Slice 1332,5,0.303011725
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,5,0.220430348
Chard_Schwarzmann_14_4,Chard,Schwarzmann,14,4,Slice 1527,5,0.142885978
Cab_Ramsey_19_3,Cab,Ramsey,19,3,Slice 316,5,0.206648995
Cab_140 Ruggeri_17_2,Cab,140 Ruggeri,17,2,Slice 1389,5,0.447625039
Cab_3309 Couderc_21_2,Cab,3309 Couderc,21,2,Slice 766,5,0.368716022
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 1309,5,0.271262987
Cab_Schwarzmann_20_1,Cab,Schwarzmann,20,1,Slice 1327,5,0.176867012
Chard_Freedom_3_2,Chard,Freedom,3,2,Slice 1363,5,0.234294242
Chard_Freedom_8_4,Chard,Freedom,8,4,Slice 290,5,0.164810923
Cab_Kober 5BB_20_2,Cab,Kober 5BB,20,2,Slice 826,5,0.336800054
Chard_Schwarzmann_7_1,Chard,Schwarzmann,7,1,Slice 758,5,0.169611686
Cab_Kober 5BB_25_3,Cab,Kober 5BB,25,3,Slice 824,5,0.227110069
Chard_140 Ruggeri_9_1,Chard,140 Ruggeri,9,1,Slice 334,5,0.237403599
Cab_K51-32_24_3,Cab,K51-32,24,3,Slice 1322,5,0.340752745
Cab_SO4_24_1,Cab,SO4,24,1,Slice 247,5,0.227259003
Chard_3309 Couderc_11_4,Chard,3309 Couderc,11,4,Slice 822,5,0.289967104
Cab_Schwarzmann_18_2,Cab,Schwarzmann,18,2,Slice 1328,5,0.23150329
Cab_Freedom_26_1,Cab,Freedom,26,1,Slice 1287,5,0.257337755
Chard_Teleki 5C_6_4,Chard,Teleki 5C,6,4,Slice 179,5,0.225194887
Cab_Teleki 5C_22_2,Cab,Teleki 5C,22,2,Slice 793,5,0.222676914
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,5,0.187172082
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,5,0.319549663
Cab_K51-32_29_1,Cab,K51-32,29,1,Slice 947,5,0.204885434
Cab_SO4_23_4,Cab,SO4,23,4,Slice 1117,5,0.28603851
Cab_Freedom_16_4,Cab,Freedom,16,4,Slice 1293,5,0.206826422
Cab_3309 Couderc_26_3,Cab,3309 Couderc,26,3,Slice 1390,5,0.308868747
Chard_Schwarzmann_6_2,Chard,Schwarzmann,6,2,Slice 1343,5,0.262302106
Chard_420 A_12_1,Chard,420 A,12,1,Slice 740,5,0.208088941
Cab_Teleki 5C_20_4,Cab,Teleki 5C,20,4,Slice 803,5,0.267463635
Chard_140 Ruggeri_14_3,Chard,140 Ruggeri,14,3,Slice 752,5,0.201565533
Chard_420 A_2_4,Chard,420 A,2,4,Slice 763,5,0.207739492
Cab_Teleki 5C_20_4,Cab,Teleki 5C,20,4,Slice 1348,5,0.19505465
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,5,0.189994766
Cab_039-16_18_4,Cab,039-16,18,4,Slice 1334,5,0.193247204
Cab_Ramsey_17_4,Cab,Ramsey,17,4,Slice 170,5,0.248570597
Cab_Schwarzmann_29_3,Cab,Schwarzmann,29,3,Slice 1274,5,0.160951777
Cab_Ramsey_19_3,Cab,Ramsey,19,3,Slice 1320,5,0.22118619
Cab_140 Ruggeri_22_1,Cab,140 Ruggeri,22,1,Slice 1311,5,0.3022207
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,5,0.20448
Chard_Schwarzmann_14_4,Chard,Schwarzmann,14,4,Slice 436,5,0.139506097
Chard_140 Ruggeri_9_1,Chard,140 Ruggeri,9,1,Slice 1392,5,0.290926055
Cab_420 A_16_2,Cab,420 A,16,2,Slice 358,5,0.216293957
Chard_SO4_2_2,Chard,SO4,2,2,Slice 222,5,0.308242295
Chard_140 Ruggeri_3_4,Chard,140 Ruggeri,3,4,Slice 1209,5,0.204603406
Chard_Teleki 5C_9_3,Chard,Teleki 5C,9,3,Slice 587,5,0.150709751
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,5,0.167440503
Cab_775 Paulsen_23_2,Cab,775 Paulsen,23,2,Slice 132,5,0.400470099
Chard_SO4_2_2,Chard,SO4,2,2,Slice 709,5,0.231030487
Chard_Teleki 5C_2_1,Chard,Teleki 5C,2,1,Slice 806,5,0.24959591
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,5,0.192288467
Chard_Teleki 5C_9_3,Chard,Teleki 5C,9,3,Slice 1233,5,0.186443235
Chard_Teleki 5C_10_3,Chard,Teleki 5C,10,3,Slice 449,5,0.252766643
Cab_Kober 5BB_25_3,Cab,Kober 5BB,25,3,Slice 1317,5,0.208043327
Cab_Ramsey_17_1,Cab,Ramsey,17,1,Slice 1231,5,0.257485523
Cab_Freedom_18_3,Cab,Freedom,18,3,Slice 490,5,0.298597642
Cab_SO4_20_2,Cab,SO4,20,2,Slice 1382,5,0.306810696
Chard_3309 Couderc_5_1,Chard,3309 Couderc,5,1,Slice 770,5,0.192787099
Cab_Kober 5BB_24_1,Cab,Kober 5BB,24,1,Slice 225,5,0.345379301
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,5,0.18823376
Chard_Kober 5BB_2_2,Chard,Kober 5BB,2,2,Slice 1345,5,0.275755927
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,5,0.144313574
Cab_Schwarzmann_18_2,Cab,Schwarzmann,18,2,Slice 907,5,0.243047858
Chard_Schwarzmann_6_2,Chard,Schwarzmann,6,2,Slice 166,5,0.220213289
Cab_Ramsey_28_2,Cab,Ramsey,28,2,Slice 317,5,0.297758102
Chard_Teleki 5C_14_2,Chard,Teleki 5C,14,2,Slice 1320,5,0.183087108
Chard_Schwarzmann_11_3,Chard,Schwarzmann,11,3,Slice 1324,5,0.264906748
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,5,0.182632338
Cab_140 Ruggeri_22_3,Cab,140 Ruggeri,22,3,Slice 1463,5,0.22775361
Chard_1103 Paulsen_10_1,Chard,1103 Paulsen,10,1,Slice 738,5,0.231997146
Cab_K51-32_21_4,Cab,K51-32,21,4,Slice 268,5,0.252277164
Chard_420 A_6_3,Chard,420 A,6,3,Slice 1309,5,0.190210347
Chard_Ramsey_4_1,Chard,Ramsey,4,1,Slice 811,5,0.184038493
Chard_775 Paulsen_7_4,Chard,775 Paulsen,7,4,Slice 284,5,0.291563972
Chard_Teleki 5C_2_1,Chard,Teleki 5C,2,1,Slice 1337,5,0.243873828
Cab_775 Paulsen_16_1,Cab,775 Paulsen,16,1,Slice 237,5,0.268921607
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,5,0.222432806
Chard_420 A_9_2,Chard,420 A,9,2,Slice 1254,5,0.18826808
Chard_140 Ruggeri_4_2,Chard,140 Ruggeri,4,2,Slice 956,5,0.436227118
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,5,0.156032997
Chard_Freedom_13_1,Chard,Freedom,13,1,Sice 1365,5,0.192548759
Chard_Schwarzmann_7_1,Chard,Schwarzmann,7,1,Slice 1246,5,0.175712358
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,5,0.161282007
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,5,0.291744453
Chard_140 Ruggeri_14_3,Chard,140 Ruggeri,14,3,Slice 1234,5,0.217427157
Chard_1103 Paulsen_4_4,Chard,1103 Paulsen,4,4,Slice 1233,5,0.271714441
Chard_1103 Paulsen_5_2,Chard,1103 Paulsen,5,2,Slice 1322,5,0.208131327
Chard_420 A_2_4,Chard,420 A,2,4,Slice 1319,5,0.327850693
Cab_3309 Couderc_24_4,Cab,3309 Couderc,24,4,Slice 1350,5,0.239175499
Chard_Teleki 5C_10_3,Chard,Teleki 5C,10,3,Slice 1445,5,0.218801498
Cab_Teleki 5C_17_3,Cab,Teleki 5C,17,3,Slice 266,5,0.20990154
Cab_Teleki 5C_22_2,Cab,Teleki 5C,22,2,Slice 1182,5,0.195585828
Cab_K51-32_24_3,Cab,K51-32,24,3,Slice 263,5,0.286356535
Chard_K51-32_11_2,Chard,K51-32,11,2,Slice 262,5,0.186315025
Cab_SO4_20_2,Cab,SO4,20,2,Slice 498,5,0.278570571
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,5,0.187485552
Cab_Freedom_26_2,Cab,Freedom,26,2,Slice 1324,5,0.252297381
Chard_140 Ruggeri_3_4,Chard,140 Ruggeri,3,4,Slice 154,5,0.233295521
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,5,0.229481429
Cab_140 Ruggeri_22_1,Cab,140 Ruggeri,22,1,Slice 368,5,0.310134042
Cab_3309 Couderc_21_2,Cab,3309 Couderc,21,2,Slice 1321,5,0.254268284
Cab_140 Ruggeri_22_3,Cab,140 Ruggeri,22,3,Slice 1048,5,0.288193627
Chard_1103 Paulsen_4_4,Chard,1103 Paulsen,4,4,Slice 326,5,0.278243312
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,5,0.21726
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,5,0.294819908
Cab_Teleki 5C_17_3,Cab,Teleki 5C,17,3,Slice 672,5,0.248081127
Cab_3309 Couderc_24_4,Cab,3309 Couderc,24,4,Slice 882,5,0.253134879
Chard_Kober 5BB_13_4,Chard,Kober 5BB,13,4,Slice 693,5,0.259082346
Chard_Teleki 5C_9_3,Chard,Teleki 5C,9,3,Slice 1618,5,0.19363896
Cab_Freedom_26_2,Cab,Freedom,26,2,Slice 797,5,0.243096261
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,5,0.184243283
Cab_K51-32_27_2,Cab,K51-32,27,2,Slice 1402,5,0.190183161
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,5,0.218658448
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,5,0.282099121
Chard_3309 Couderc_10_2,Chard,3309 Couderc,10,2,Slice 1544,5,0.328748167
Chard_Freedom_13_1,Chard,Freedom,13,1,Slice 787,5,0.258329575
Chard_SO4_11_1,Chard,SO4,11,1,Slice 364,5,0.157498649
Chard_420 A_9_2,Chard,420 A,9,2,Slice 211,5,0.196166062
Chard_Teleki 5C_2_1,Chard,Teleki 5C,2,1,Slice 195,5,0.222792829
Chard_SO4_11_1,Chard,SO4,11,1,Slice 1453,5,0.190697041
Cab_Ramsey_17_4,Cab,Ramsey,17,4,Slice 1330,5,0.190855221
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,5,0.218539867
Cab_Ramsey_17_1,Cab,Ramsey,17,1,Slice 295,5,0.212438238
Chard_775 Paulsen_2_3,Chard,775 Paulsen,2,3,Slice 1344,5,0.238900176
Chard_SO4_13_4,Chard,SO4,13,4,Slice 772,5,0.172847468
Chard_3309 Couderc_15_3,Chard,3309 Couderc,15,3,Slice 740,5,0.200571769
Cab_Kober 5BB_24_1,Cab,Kober 5BB,24,1,Slice 803,5,0.392372132
Chard_Kober 5BB_2_2,Chard,Kober 5BB,2,2,Slice 724,5,0.389017373
Chard_775 Paulsen_7_4,Chard,775 Paulsen,7,4,Slice 1380,5,0.272092442
Cab_3309 Couderc_18_1,Cab,3309 Couderc,18,1,Slice 1415,5,0.292010653
Cab_3309 Couderc_26_3,Cab,3309 Couderc,26,3,Slice 359,6,0.278991692
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,6,0.199636743
Cab_K51-32_21_4,Cab,K51-32,21,4,Slice 1303,6,0.28116
Chard_140 Ruggeri_14_3,Chard,140 Ruggeri,14,3,Slice 265,6,0.111374846
Chard_SO4_13_4,Chard,SO4,13,4,Slice 409,6,0.127327305
Cab_775 Paulsen_16_1,Cab,775 Paulsen,16,1,Slice 956,6,0.188279219
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,6,0.312034975
Chard_3309 Couderc_11_4,Chard,3309 Couderc,11,4,Slice 278,6,0.328710272
Cab_420 A_25_1,Cab,420 A,25,1,Slice 1323,6,0.270983366
Chard_K51-32_5_3,Chard,K51-32,5,3,Slice 187,6,0.120288908
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,6,0.276228677
Cab_039-16_18_4,Cab,039-16,18,4,Slice 665,6,0.207741096
Cab_K51-32_29_1,Cab,K51-32,29,1,Slice 490,6,0.177545435
Cab_140 Ruggeri_22_3,Cab,140 Ruggeri,22,3,Slice 437,6,0.147650242
Cab_775 Paulsen_19_4,Cab,775 Paulsen,19,4,Slice 1346,6,0.158143774
Chard_Kober 5BB_13_4,Chard,Kober 5BB,13,4,Slice 307,6,0.134815979
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,6,0.252912249
Cab_SO4_20_2,Cab,SO4,20,2,Slice 864,6,0.27150406
Chard_SO4_7_3,Chard,SO4,7,3,Slice 1336,6,0.26429563
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,6,0.215885842
Chard_3309 Couderc_11_4,Chard,3309 Couderc,11,4,Slice 1100,6,0.246134859
Chard_775 Paulsen_8_2,Chard,775 Paulsen,8,2,Slice 285,6,0.168100471
Cab_Ramsey_19_3,Cab,Ramsey,19,3,Slice 814,6,0.196558008
Chard_Kober 5BB_7_3,Chard,Kober 5BB,7,3,Slice X1,6,0.139550428
Chard_Ramsey_13_3,Chard,Ramsey,13,3,Slice 750,6,0.269270614
Chard_Kober 5BB_11_1,Chard,Kober 5BB,11,1,Slice 1205,6,0.201930134
Cab_140 Ruggeri_22_1,Cab,140 Ruggeri,22,1,Slice 762,6,0.288279283
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,6,0.165065108
Cab_SO4_23_4,Cab,SO4,23,4,Slice 785,6,0.10650213
Cab_775 Paulsen_23_2,Cab,775 Paulsen,23,2,Slice 639,6,0.388688967
Chard_775 Paulsen_3_1,Chard,775 Paulsen,3,1,Slice 174,6,0.195842731
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,6,0.205698672
Chard_775 Paulsen_3_1,Chard,775 Paulsen,3,1,Slice 766,6,0.166496603
Chard_Kober 5BB_11_1,Chard,Kober 5BB,11,1,Slice 165,6,0.158411394
Chard_K51-32_5_3,Chard,K51-32,5,3,Slice 1314,6,0.130921511
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,6,0.351030125
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,6,0.368350854
Cab_Freedom_26_2,Cab,Freedom,26,2,Slice 176,6,0.239458782
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,6,0.264099703
Chard_Freedom_8_4,Chard,Freedom,8,4,Slice 771,6,0.170836233
Chard_3309 Couderc_10_2,Chard,3309 Couderc,10,2,Slice 1006,6,0.316865475
Cab_Freedom_26_1,Cab,Freedom,26,1,Slice 239,6,0.332421077
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,6,0.162888203
Chard_Freedom_3_2,Chard,Freedom,3,2,Slice 270,6,0.249689373
Chard_775 Paulsen_3_1,Chard,775 Paulsen,3,1,Slice 1329,6,0.113463377
Chard_K51-32_5_3,Chard,K51-32,5,3,Slice 787,6,0.139736289
Chard_Ramsey_7_2,Chard,Ramsey,7,2,Slice 268,6,0.189196888
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,6,0.269661887
Cab_Teleki 5C_17_3,Cab,Teleki 5C,17,3,Slice 1200,6,0.194269982
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,6,0.156714596
Cab_Ramsey_28_2,Cab,Ramsey,28,2,Slice 1376,6,0.170521055
Chard_Freedom_8_4,Chard,Freedom,8,4,Slice 1324,6,0.212602086
Cab_775 Paulsen_16_1,Cab,775 Paulsen,16,1,Slice 1336,6,0.173826794
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,6,0.357668874
Cab_140 Ruggeri_27_4,Cab,140 Ruggeri,27,4,Slice 262,6,0.151551154
Chard_Teleki 5C_14_2,Chard,Teleki 5C,14,2,Slice 756,6,0.11718781
Cab_420 A_16_2,Cab,420 A,16,2,Slice 912,6,0.168100113
Cab_Teleki 5C_22_2,Cab,Teleki 5C,22,2,Slice 302,6,0.211221922
Chard_Ramsey_7_2,Chard,Ramsey,7,2,Slice 1281,6,0.160451577
Chard_K51-32_9_4,Chard,K51-32,9,4,Slice 504,6,0.277503631
Cab_K51-32_27_2,Cab,K51-32,27,2,Slice 797,6,0.094489928
Cab_Schwarzmann_20_1,Cab,Schwarzmann,20,1,Slice 730,6,0.220065892
Cab_Ramsey_28_2,Cab,Ramsey,28,2,Slices 907,6,0.184967825
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,6,0.18960063
Cab_SO4_24_1,Cab,SO4,24,1,Slice 788,6,0.112112374
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,6,0.253383949
Chard_Freedom_13_1,Chard,Freedom,13,1,Slice 188,6,0.161469547
Cab_K51-32_27_2,Cab,K51-32,27,2,Slice 186,6,0.094102041
Cab_775 Paulsen_19_4,Cab,775 Paulsen,19,4,Slice 817,6,0.186407194
Chard_775 Paulsen_2_3,Chard,775 Paulsen,2,3,Slice 820,6,0.161136958
Cab_SO4_25_3,Cab,SO4,25,3,Slice 724,6,0.145996804
Cab_K51-32_24_3,Cab,K51-32,24,3,Slice 708,6,0.124243707
Cab_SO4_23_4,Cab,SO4,23,4,Slice 219,6,0.122657654
Cab_039-16_20_3,Cab,039-16,20,3,Slice 735,6,0.296420848
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,6,0.149465956
Chard_775 Paulsen_2_3,Chard,775 Paulsen,2,3,Slice 217,6,0.171053185
Cab_Freedom_16_4,Cab,Freedom,16,4,Slice 1577,6,0.14910426
Chard_Ramsey_7_2,Chard,Ramsey,7,2,Slice 849,6,0.175776056
Cab_Teleki 5C_20_4,Cab,Teleki 5C,20,4,Slice 465,6,0.210399533
Chard_3309 Couderc_15_3,Chard,3309 Couderc,15,3,Slice 371,6,0.227527125
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,6,0.311507575
Cab_775 Paulsen_19_4,Cab,775 Paulsen,19,4,Slice 290,6,0.156260586
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,6,0.340024038
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,6,0.344112375
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,6,0.326288165
Chard_775 Paulsen_7_4,Chard,775 Paulsen,7,4,Slice 774,6,0.264010242
Chard_Ramsey_4_1,Chard,Ramsey,4,1,Slice 305,6,0.20018804
Chard_1103 Paulsen_5_2,Chard,1103 Paulsen,5,2,Slice 721,6,0.24262842
Cab_039-16_20_3,Cab,039-16,20,3,Slice 1223,6,0.301744706
Chard_Schwarzmann_11_3,Chard,Schwarzmann,11,3,Slice 427,6,0.282948846
Chard_140 Ruggeri_9_1,Chard,140 Ruggeri,9,1,Slice 844,6,0.104956538
Chard_K51-32_9_4,Chard,K51-32,9,4,Slice 1408,6,0.213120609
Cab_K51-32_29_1,Cab,K51-32,29,1,Slice 1293,6,0.27220233
Chard_Ramsey_10_4,Chard,Ramsey,10,4,Slice 1368,6,0.168572558
Cab_Kober 5BB_25_3,Cab,Kober 5BB,25,3,Slice 341,6,0.128697443
Chard_SO4_2_2,Chard,SO4,2,2,Slice 1294,6,0.129356964
Chard_Freedom_3_2,Chard,Freedom,3,2,Slice 823,6,0.231845938
Cab_039-16_20_3,Cab,039-16,20,3,Slice 155,6,0.252451307
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,6,0.180999358
Chard_K51-32_9_4,Chard,K51-32,9,4,Slice 1025,6,0.270671007
Chard_1103 Paulsen_5_2,Chard,1103 Paulsen,5,2,Slice 293,6,0.242873294
Chard_775 Paulsen_8_2,Chard,775 Paulsen,8,2,Slice 796,6,0.191617983
Cab_Kober 5BB_20_2,Cab,Kober 5BB,20,2,Slice 427,6,0.217794081
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,6,0.351986936
Cab_775 Paulsen_23_2,Cab,775 Paulsen,23,2,Slice 1293,6,0.32099746
Chard_Kober 5BB_7_3,Chard,Kober 5BB,7,3,Slice X2,6,0.183124285
Chard_3309 Couderc_15_3,Chard,3309 Couderc,15,3,Slice 1012,6,0.296288134
Chard_3309 Couderc_5_1,Chard,3309 Couderc,5,1,Slice 240,6,0.15405137
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,6,0.191771051
Chard_1103 Paulsen_10_1,Chard,1103 Paulsen,10,1,Slice 195,6,0.185065847
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,6,0.339804606
Cab_Freedom_26_1,Cab,Freedom,26,1,Slice 851,6,0.358034122
Chard_Ramsey_10_4,Chard,Ramsey,10,4,Slice 942,6,0.159100581
Cab_K51-32_21_4,Cab,K51-32,21,4,Slice 822,6,0.214027088
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,6,0.140016976
Chard_Kober 5BB_7_3,Chard,Kober 5BB,7,3,Slice X3,6,0.159994269
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,6,0.206775149
Cab_SO4_24_1,Cab,SO4,24,1,Slice 1366,6,0.096586047
Cab_140 Ruggeri_17_2,Cab,140 Ruggeri,17,2,Slice 891,6,0.263084829
Cab_Schwarzmann_18_2,Cab,Schwarzmann,18,2,Slice 365,6,0.236364587
Chard_K51-32_11_2,Chard,K51-32,11,2,Slice 1305,6,0.117688414
Cab_420 A_25_1,Cab,420 A,25,1,Slice 251,6,0.189269883
Chard_1103 Paulsen_10_1,Chard,1103 Paulsen,10,1,Slice 1342,6,0.207707766
Cab_Freedom_18_3,Cab,Freedom,18,3,Slice 1000,6,0.165959701
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,6,0.136396488
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,6,0.219223319
Chard_420 A_9_2,Chard,420 A,9,2,Slice 907,6,0.179317797
Cab_3309 Couderc_26_3,Cab,3309 Couderc,26,3,Slice 880,6,0.2007675
Cab_140 Ruggeri_17_2,Cab,140 Ruggeri,17,2,Slice 301,6,0.295543057
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,6,0.356337074
