vine,scion,rootstock,row,block,slice,ring,width_cm
Chard_140 Ruggeri_3_4,Chard,140 Ruggeri,3,4,Slice 712,4,0.293084496
Cab_420 A_25_1,Cab,420 A,25,1,Slice 723,4,0.324477768
Cab_SO4_25_3,Cab,SO4,25,3,Slice 223,4,0.350958721
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,4,0.221598505
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,4,0.279008372
Chard_420 A_6_3,Chard,420 A,6,3,Slice 441,4,0.184386035
Chard_SO4_11_1,Chard,SO4,11,1,Slice 855,4,0.216625841
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,4,0.329212513
Chard_Ramsey_10_4,Chard,Ramsey,10,4,Slice 154,4,0.184420698
Cab_140 Ruggeri_27_4,Cab,140 Ruggeri,27,4,Slice 1376,4,0.296664468
Chard_Teleki 5C_14_2,Chard,Teleki 5C,14,2,Slice 317,4,0.130964529
Cab_Freedom_18_3,Cab,Freedom,18,3,Slice 1437,4,0.276791448
Chard_420 A_6_3,Chard,420 A,6,3,Slice 737,4,0.171232057
Chard_SO4_7_3,Chard,SO4,7,3,Slice 754,4,0.354904546
Chard_420 A_12_1,Chard,420 A,12,1,Slice 383,4,0.314741414
Cab_140 Ruggeri_27_4,Cab,140 Ruggeri,27,4,Slice 811,4,0.23430213
Cab_Freedom_16_4,Cab,Freedom,16,4,Slice 269,4,0.248065881
Chard_Freedom_12_3,Chard,Freedom,12,3,Slice 1119,4,0.149101704
Cab_3309 Couderc_18_1,Cab,3309 Couderc,18,1,Slice 443,4,0.326412301
Cab_3309 Couderc_24_4,Cab,3309 Couderc,24,4,Slice 415,4,0.290305857
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,4,0.131511558
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,4,0.150826566
Chard_420 A_12_1,Chard,420 A,12,1,Slice 1303,4,0.155073924
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,4,0.255673219
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,4,0.16775472
Chard_Kober 5BB_11_1,Chard,Kober 5BB,11,1,Slice 737,4,0.331167285
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,4,0.172649769
Chard_Freedom_12_3,Chard,Freedom,12,3,Slice 175,4,0.111468898
Chard_Schwarzmann_7_1,Chard,Schwarzmann,7,1,Slice 359,4,0.203227739
Cab_Schwarzmann_29_3,Cab,Schwarzmann,29,3,Slice 293,4,0.1950031
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,4,0.202024024
Chard_Schwarzmann_6_2,Chard,Schwarzmann,6,2,Slice 715,4,0.205409406
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,4,0.200476309
Chard_Ramsey_13_3,Chard,Ramsey,13,3,Slice 1380,4,0.238964078
Cab_420 A_16_2,Cab,420 A,16,2,Slice 1353,4,0.266057014
Chard_1103 Paulsen_4_4,Chard,1103 Paulsen,4,4,Slice 817,4,0.279123065
Chard_3309 Couderc_10_2,Chard,3309 Couderc,10,2,Slice 451,4,0.306823038
Chard_140 Ruggeri_4_2,Chard,140 Ruggeri,4,2,Slice 317,4,0.22254244
Cab_Schwarzmann_20_1,Cab,Schwarzmann,20,1,Slice 198,4,0.179409904
Cab_Kober 5BB_20_2,Cab,Kober 5BB,20,2,Slice 1300,4,0.237808756
Cab_SO4_25_3,Cab,SO4,25,3,SLice 1380,4,0.272674971
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,4,0.259447042
Chard_775 Paulsen_8_2,Chard,775 Paulsen,8,2,Slice 1332,4,0.356369394
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,4,0.315595819
Chard_Schwarzmann_14_4,Chard,Schwarzmann,14,4,Slice 1527,4,0.153356684
Cab_Ramsey_19_3,Cab,Ramsey,19,3,Slice 316,4,0.244919359
Cab_140 Ruggeri_17_2,Cab,140 Ruggeri,17,2,Slice 1389,4,0.426499673
Cab_3309 Couderc_21_2,Cab,3309 Couderc,21,2,Slice 766,4,0.296464538
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 1309,4,0.330664074
Cab_Schwarzmann_20_1,Cab,Schwarzmann,20,1,Slice 1327,4,0.201139069
Chard_Freedom_3_2,Chard,Freedom,3,2,Slice 1363,4,0.217732686
Chard_Freedom_8_4,Chard,Freedom,8,4,Slice 290,4,0.15883393
Cab_Kober 5BB_20_2,Cab,Kober 5BB,20,2,Slice 826,4,0.260024689
Chard_Schwarzmann_7_1,Chard,Schwarzmann,7,1,Slice 758,4,0.194290493
Cab_Kober 5BB_25_3,Cab,Kober 5BB,25,3,Slice 824,4,0.197138767
Chard_140 Ruggeri_9_1,Chard,140 Ruggeri,9,1,Slice 334,4,0.241792494
Cab_K51-32_24_3,Cab,K51-32,24,3,Slice 1322,4,0.257814034
Cab_SO4_24_1,Cab,SO4,24,1,Slice 247,4,0.320891583
Chard_3309 Couderc_11_4,Chard,3309 Couderc,11,4,Slice 822,4,0.294089732
Cab_Schwarzmann_18_2,Cab,Schwarzmann,18,2,Slice 1328,4,0.173013462
Cab_Freedom_26_1,Cab,Freedom,26,1,Slice 1287,4,0.219599698
Chard_Teleki 5C_6_4,Chard,Teleki 5C,6,4,Slice 179,4,0.191049163
Cab_Teleki 5C_22_2,Cab,Teleki 5C,22,2,Slice 793,4,0.176514174
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,4,0.270937066
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,4,0.293008474
Cab_K51-32_29_1,Cab,K51-32,29,1,Slice 947,4,0.230703018
Cab_SO4_23_4,Cab,SO4,23,4,Slice 1117,4,0.359464127
Cab_Freedom_16_4,Cab,Freedom,16,4,Slice 1293,4,0.216543205
Cab_3309 Couderc_26_3,Cab,3309 Couderc,26,3,Slice 1390,4,0.276747467
Chard_Schwarzmann_6_2,Chard,Schwarzmann,6,2,Slice 1343,4,0.275105389
Chard_420 A_12_1,Chard,420 A,12,1,Slice 740,4,0.129897726
Cab_Teleki 5C_20_4,Cab,Teleki 5C,20,4,Slice 803,4,0.234133979
Chard_140 Ruggeri_14_3,Chard,140 Ruggeri,14,3,Slice 752,4,0.199452818
Chard_420 A_2_4,Chard,420 A,2,4,Slice 763,4,0.241809062
Cab_Teleki 5C_20_4,Cab,Teleki 5C,20,4,Slice 1348,4,0.195333366
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,4,0.244327134
Cab_039-16_18_4,Cab,039-16,18,4,Slice 1334,4,0.211707837
Cab_Ramsey_17_4,Cab,Ramsey,17,4,Slice 170,4,0.375331547
Cab_Schwarzmann_29_3,Cab,Schwarzmann,29,3,Slice 1274,4,0.238331908
Cab_Ramsey_19_3,Cab,Ramsey,19,3,Slice 1320,4,0.257321086
Cab_140 Ruggeri_22_1,Cab,140 Ruggeri,22,1,Slice 1311,4,0.277189456
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,4,0.1917
Chard_Schwarzmann_14_4,Chard,Schwarzmann,14,4,Slice 436,4,0.126067862
Chard_140 Ruggeri_9_1,Chard,140 Ruggeri,9,1,Slice 1392,4,0.24469654
Cab_420 A_16_2,Cab,420 A,16,2,Slice 358,4,0.233200466
Chard_SO4_2_2,Chard,SO4,2,2,Slice 222,4,0.299296262
Chard_140 Ruggeri_3_4,Chard,140 Ruggeri,3,4,Slice 1209,4,0.259784116
Chard_Teleki 5C_9_3,Chard,Teleki 5C,9,3,Slice 587,4,0.198032096
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,4,0.155500931
Cab_775 Paulsen_23_2,Cab,775 Paulsen,23,2,Slice 132,4,0.348042057
Chard_SO4_2_2,Chard,SO4,2,2,Slice 709,4,0.273106537
Chard_Teleki 5C_2_1,Chard,Teleki 5C,2,1,Slice 806,4,0.232616359
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,4,0.152122248
Chard_Teleki 5C_9_3,Chard,Teleki 5C,9,3,Slice 1233,4,0.135669955
Chard_Teleki 5C_10_3,Chard,Teleki 5C,10,3,Slice 449,4,0.157701071
Cab_Kober 5BB_25_3,Cab,Kober 5BB,25,3,Slice 1317,4,0.190642149
Cab_Ramsey_17_1,Cab,Ramsey,17,1,Slice 1231,4,0.308803141
Cab_Freedom_18_3,Cab,Freedom,18,3,Slice 490,4,0.247003529
Cab_SO4_20_2,Cab,SO4,20,2,Slice 1382,4,0.354809868
Chard_3309 Couderc_5_1,Chard,3309 Couderc,5,1,Slice 770,4,0.171710704
Cab_Kober 5BB_24_1,Cab,Kober 5BB,24,1,Slice 225,4,0.25593256
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,4,0.20893288
Chard_Kober 5BB_2_2,Chard,Kober 5BB,2,2,Slice 1345,4,0.336765423
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,4,0.140741452
Cab_Schwarzmann_18_2,Cab,Schwarzmann,18,2,Slice 907,4,0.194704983
Chard_Schwarzmann_6_2,Chard,Schwarzmann,6,2,Slice 166,4,0.22334448
Cab_Ramsey_28_2,Cab,Ramsey,28,2,Slice 317,4,0.308857639
Chard_Teleki 5C_14_2,Chard,Teleki 5C,14,2,Slice 1320,4,0.175177221
Chard_Schwarzmann_11_3,Chard,Schwarzmann,11,3,Slice 1324,4,0.183817927
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,4,0.208985866
Cab_140 Ruggeri_22_3,Cab,140 Ruggeri,22,3,Slice 1463,4,0.306822875
Chard_1103 Paulsen_10_1,Chard,1103 Paulsen,10,1,Slice 738,4,0.212561244
Cab_K51-32_21_4,Cab,K51-32,21,4,Slice 268,4,0.222068826
Chard_420 A_6_3,Chard,420 A,6,3,Slice 1309,4,0.152942919
Chard_Ramsey_4_1,Chard,Ramsey,4,1,Slice 811,4,0.204879482
Chard_775 Paulsen_7_4,Chard,775 Paulsen,7,4,Slice 284,4,0.288619034
Chard_Teleki 5C_2_1,Chard,Teleki 5C,2,1,Slice 1337,4,0.207252973
Cab_775 Paulsen_16_1,Cab,775 Paulsen,16,1,Slice 237,4,0.358473997
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,4,0.315352566
Chard_420 A_9_2,Chard,420 A,9,2,Slice 1254,4,0.22275687
Chard_140 Ruggeri_4_2,Chard,140 Ruggeri,4,2,Slice 956,4,0.360410413
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,4,0.163418181
Chard_Freedom_13_1,Chard,Freedom,13,1,Sice 1365,4,0.220645751
Chard_Schwarzmann_7_1,Chard,Schwarzmann,7,1,Slice 1246,4,0.230132414
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,4,0.177380919
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,4,0.294169084
Chard_140 Ruggeri_14_3,Chard,140 Ruggeri,14,3,Slice 1234,4,0.221649765
Chard_1103 Paulsen_4_4,Chard,1103 Paulsen,4,4,Slice 1233,4,0.284938815
Chard_1103 Paulsen_5_2,Chard,1103 Paulsen,5,2,Slice 1322,4,0.26247518
Chard_420 A_2_4,Chard,420 A,2,4,Slice 1319,4,0.210926917
Cab_3309 Couderc_24_4,Cab,3309 Couderc,24,4,Slice 1350,4,0.271353977
Chard_Teleki 5C_10_3,Chard,Teleki 5C,10,3,Slice 1445,4,0.278837209
Cab_Teleki 5C_17_3,Cab,Teleki 5C,17,3,Slice 266,4,0.184978188
Cab_Teleki 5C_22_2,Cab,Teleki 5C,22,2,Slice 1182,4,0.237183375
Cab_K51-32_24_3,Cab,K51-32,24,3,Slice 263,4,0.32815711
Chard_K51-32_11_2,Chard,K51-32,11,2,Slice 262,4,0.184037466
Cab_SO4_20_2,Cab,SO4,20,2,Slice 498,4,0.280183244
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,4,0.189803915
Cab_Freedom_26_2,Cab,Freedom,26,2,Slice 1324,4,0.306859089
Chard_140 Ruggeri_3_4,Chard,140 Ruggeri,3,4,Slice 154,4,0.342725272
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,4,0.265783913
Cab_140 Ruggeri_22_1,Cab,140 Ruggeri,22,1,Slice 368,4,0.289028588
Cab_3309 Couderc_21_2,Cab,3309 Couderc,21,2,Slice 1321,4,0.256572597
Cab_140 Ruggeri_22_3,Cab,140 Ruggeri,22,3,Slice 1048,4,0.281425789
Chard_1103 Paulsen_4_4,Chard,1103 Paulsen,4,4,Slice 326,4,0.307307027
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,4,0.219446739
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,4,0.312032212
Cab_Teleki 5C_17_3,Cab,Teleki 5C,17,3,Slice 672,4,0.213817108
Cab_3309 Couderc_24_4,Cab,3309 Couderc,24,4,Slice 882,4,0.247108375
Chard_Kober 5BB_13_4,Chard,Kober 5BB,13,4,Slice 693,4,0.261078232
Chard_Teleki 5C_9_3,Chard,Teleki 5C,9,3,Slice 1618,4,0.133213296
Cab_Freedom_26_2,Cab,Freedom,26,2,Slice 797,4,0.262775911
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,4,0.235536084
Cab_K51-32_27_2,Cab,K51-32,27,2,Slice 1402,4,0.283489012
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,4,0.216131474
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,4,0.292711688
Chard_3309 Couderc_10_2,Chard,3309 Couderc,10,2,Slice 1544,4,0.349623674
Chard_Freedom_13_1,Chard,Freedom,13,1,Slice 787,4,0.187589134
Chard_SO4_11_1,Chard,SO4,11,1,Slice 364,4,0.177460251
Chard_420 A_9_2,Chard,420 A,9,2,Slice 211,4,0.204737816
Chard_Teleki 5C_2_1,Chard,Teleki 5C,2,1,Slice 195,4,0.205755689
Chard_SO4_11_1,Chard,SO4,11,1,Slice 1453,4,0.171147923
Cab_Ramsey_17_4,Cab,Ramsey,17,4,Slice 1330,4,0.218947978
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,4,0.322992123
Cab_Ramsey_17_1,Cab,Ramsey,17,1,Slice 295,4,0.321657222
Chard_775 Paulsen_2_3,Chard,775 Paulsen,2,3,Slice 1344,4,0.380043569
Chard_SO4_13_4,Chard,SO4,13,4,Slice 772,4,0.296384992
Chard_3309 Couderc_15_3,Chard,3309 Couderc,15,3,Slice 740,4,0.186876204
Cab_Kober 5BB_24_1,Cab,Kober 5BB,24,1,Slice 803,4,0.316443409
Chard_Kober 5BB_2_2,Chard,Kober 5BB,2,2,Slice 724,4,0.409975355
Chard_775 Paulsen_7_4,Chard,775 Paulsen,7,4,Slice 1380,4,0.194361357
Cab_3309 Couderc_18_1,Cab,3309 Couderc,18,1,Slice 1415,4,0.355490446
Cab_3309 Couderc_26_3,Cab,3309 Couderc,26,3,Slice 359,5,0.318478716
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,5,0.202069542
Cab_K51-32_21_4,Cab,K51-32,21,4,Slice 1303,5,0.26417271
Chard_140 Ruggeri_14_3,Chard,140 Ruggeri,14,3,Slice 265,5,0.160404682
Chard_SO4_13_4,Chard,SO4,13,4,Slice 409,5,0.182091907
Cab_775 Paulsen_16_1,Cab,775 Paulsen,16,1,Slice 956,5,0.312133215
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,5,0.240031231
Chard_3309 Couderc_11_4,Chard,3309 Couderc,11,4,Slice 278,5,0.253806199
Cab_420 A_25_1,Cab,420 A,25,1,Slice 1323,5,0.213742461
Chard_K51-32_5_3,Chard,K51-32,5,3,Slice 187,5,0.19305528
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,5,0.321832473
Cab_039-16_18_4,Cab,039-16,18,4,Slice 665,5,0.181031226
Cab_K51-32_29_1,Cab,K51-32,29,1,Slice 490,5,0.188255634
Cab_140 Ruggeri_22_3,Cab,140 Ruggeri,22,3,Slice 437,5,0.267053181
Cab_775 Paulsen_19_4,Cab,775 Paulsen,19,4,Slice 1346,5,0.337393568
Chard_Kober 5BB_13_4,Chard,Kober 5BB,13,4,Slice 307,5,0.170954881
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,5,0.195809403
Cab_SO4_20_2,Cab,SO4,20,2,Slice 864,5,0.301329009
Chard_SO4_7_3,Chard,SO4,7,3,Slice 1336,5,0.307594034
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,5,0.185634924
Chard_3309 Couderc_11_4,Chard,3309 Couderc,11,4,Slice 1100,5,0.210633907
Chard_775 Paulsen_8_2,Chard,775 Paulsen,8,2,Slice 285,5,0.290044453
Cab_Ramsey_19_3,Cab,Ramsey,19,3,Slice 814,5,0.231955739
Chard_Kober 5BB_7_3,Chard,Kober 5BB,7,3,Slice X1,5,0.211702391
Chard_Ramsey_13_3,Chard,Ramsey,13,3,Slice 750,5,0.248980017
Chard_Kober 5BB_11_1,Chard,Kober 5BB,11,1,Slice 1205,5,0.214446979
Cab_140 Ruggeri_22_1,Cab,140 Ruggeri,22,1,Slice 762,5,0.322687596
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,5,0.206210375
Cab_SO4_23_4,Cab,SO4,23,4,Slice 785,5,0.260050034
Cab_775 Paulsen_23_2,Cab,775 Paulsen,23,2,Slice 639,5,0.39681107
Chard_775 Paulsen_3_1,Chard,775 Paulsen,3,1,Slice 174,5,0.275176197
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,5,0.299058094
Chard_775 Paulsen_3_1,Chard,775 Paulsen,3,1,Slice 766,5,0.361925832
Chard_Kober 5BB_11_1,Chard,Kober 5BB,11,1,Slice 165,5,0.308735245
Chard_K51-32_5_3,Chard,K51-32,5,3,Slice 1314,5,0.192548462
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,5,0.329948144
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,5,0.360867658
Cab_Freedom_26_2,Cab,Freedom,26,2,Slice 176,5,0.21362381
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,5,0.231629687
Chard_Freedom_8_4,Chard,Freedom,8,4,Slice 771,5,0.153625789
Chard_3309 Couderc_10_2,Chard,3309 Couderc,10,2,Slice 1006,5,0.322303215
Cab_Freedom_26_1,Cab,Freedom,26,1,Slice 239,5,0.261570053
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,5,0.186273777
Chard_Freedom_3_2,Chard,Freedom,3,2,Slice 270,5,0.261651939
Chard_775 Paulsen_3_1,Chard,775 Paulsen,3,1,Slice 1329,5,0.171136829
Chard_K51-32_5_3,Chard,K51-32,5,3,Slice 787,5,0.210578763
Chard_Ramsey_7_2,Chard,Ramsey,7,2,Slice 268,5,0.158641534
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,5,0.264124471
Cab_Teleki 5C_17_3,Cab,Teleki 5C,17,3,Slice 1200,5,0.192893763
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,5,0.208690438
Cab_Ramsey_28_2,Cab,Ramsey,28,2,Slice 1376,5,0.272812419
Chard_Freedom_8_4,Chard,Freedom,8,4,Slice 1324,5,0.183189914
Cab_775 Paulsen_16_1,Cab,775 Paulsen,16,1,Slice 1336,5,0.374548235
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,5,0.354547396
Cab_140 Ruggeri_27_4,Cab,140 Ruggeri,27,4,Slice 262,5,0.233560538
Chard_Teleki 5C_14_2,Chard,Teleki 5C,14,2,Slice 756,5,0.149059138
Cab_420 A_16_2,Cab,420 A,16,2,Slice 912,5,0.264988995
Cab_Teleki 5C_22_2,Cab,Teleki 5C,22,2,Slice 302,5,0.217497417
Chard_Ramsey_7_2,Chard,Ramsey,7,2,Slice 1281,5,0.140921204
Chard_K51-32_9_4,Chard,K51-32,9,4,Slice 504,5,0.239333256
Cab_K51-32_27_2,Cab,K51-32,27,2,Slice 797,5,0.162992795
Cab_Schwarzmann_20_1,Cab,Schwarzmann,20,1,Slice 730,5,0.126675174
Cab_Ramsey_28_2,Cab,Ramsey,28,2,Slices 907,5,0.252572562
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,5,0.179778886
Cab_SO4_24_1,Cab,SO4,24,1,Slice 788,5,0.266904153
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,5,0.254595969
Chard_Freedom_13_1,Chard,Freedom,13,1,Slice 188,5,0.193175905
Cab_K51-32_27_2,Cab,K51-32,27,2,Slice 186,5,0.154153587
Cab_775 Paulsen_19_4,Cab,775 Paulsen,19,4,Slice 817,5,0.332616219
Chard_775 Paulsen_2_3,Chard,775 Paulsen,2,3,Slice 820,5,0.273353465
Cab_SO4_25_3,Cab,SO4,25,3,Slice 724,5,0.310955376
Cab_K51-32_24_3,Cab,K51-32,24,3,Slice 708,5,0.302955622
Cab_SO4_23_4,Cab,SO4,23,4,Slice 219,5,0.298675682
Cab_039-16_20_3,Cab,039-16,20,3,Slice 735,5,0.287460881
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,5,0.23687787
Chard_775 Paulsen_2_3,Chard,775 Paulsen,2,3,Slice 217,5,0.26052603
Cab_Freedom_16_4,Cab,Freedom,16,4,Slice 1577,5,0.226308867
Chard_Ramsey_7_2,Chard,Ramsey,7,2,Slice 849,5,0.119723695
Cab_Teleki 5C_20_4,Cab,Teleki 5C,20,4,Slice 465,5,0.207398283
Chard_3309 Couderc_15_3,Chard,3309 Couderc,15,3,Slice 371,5,0.187008789
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,5,0.252819674
Cab_775 Paulsen_19_4,Cab,775 Paulsen,19,4,Slice 290,5,0.352089111
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,5,0.284517006
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,5,0.267476454
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,5,0.314521166
Chard_775 Paulsen_7_4,Chard,775 Paulsen,7,4,Slice 774,5,0.224475121
Chard_Ramsey_4_1,Chard,Ramsey,4,1,Slice 305,5,0.17526856
Chard_1103 Paulsen_5_2,Chard,1103 Paulsen,5,2,Slice 721,5,0.184453762
Cab_039-16_20_3,Cab,039-16,20,3,Slice 1223,5,0.259145354
Chard_Schwarzmann_11_3,Chard,Schwarzmann,11,3,Slice 427,5,0.266540638
Chard_140 Ruggeri_9_1,Chard,140 Ruggeri,9,1,Slice 844,5,0.262137498
Chard_K51-32_9_4,Chard,K51-32,9,4,Slice 1408,5,0.245383826
Cab_K51-32_29_1,Cab,K51-32,29,1,Slice 1293,5,0.190730182
Chard_Ramsey_10_4,Chard,Ramsey,10,4,Slice 1368,5,0.245198847
Cab_Kober 5BB_25_3,Cab,Kober 5BB,25,3,Slice 341,5,0.170583233
Chard_SO4_2_2,Chard,SO4,2,2,Slice 1294,5,0.314780419
Chard_Freedom_3_2,Chard,Freedom,3,2,Slice 823,5,0.242472117
Cab_039-16_20_3,Cab,039-16,20,3,Slice 155,5,0.281695426
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,5,0.226643557
Chard_K51-32_9_4,Chard,K51-32,9,4,Slice 1025,5,0.142376255
Chard_1103 Paulsen_5_2,Chard,1103 Paulsen,5,2,Slice 293,5,0.226021347
Chard_775 Paulsen_8_2,Chard,775 Paulsen,8,2,Slice 796,5,0.288065574
Cab_Kober 5BB_20_2,Cab,Kober 5BB,20,2,Slice 427,5,0.276084343
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,5,0.299628297
Cab_775 Paulsen_23_2,Cab,775 Paulsen,23,2,Slice 1293,5,0.396976308
Chard_Kober 5BB_7_3,Chard,Kober 5BB,7,3,Slice X2,5,0.257397231
Chard_3309 Couderc_15_3,Chard,3309 Couderc,15,3,Slice 1012,5,0.271574997
Chard_3309 Couderc_5_1,Chard,3309 Couderc,5,1,Slice 240,5,0.233245515
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,5,0.270544261
Chard_1103 Paulsen_10_1,Chard,1103 Paulsen,10,1,Slice 195,5,0.167544715
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,5,0.326714689
Cab_Freedom_26_1,Cab,Freedom,26,1,Slice 851,5,0.265286097
Chard_Ramsey_10_4,Chard,Ramsey,10,4,Slice 942,5,0.235145382
Cab_K51-32_21_4,Cab,K51-32,21,4,Slice 822,5,0.210442085
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 1369,5,0.165750402
Chard_Kober 5BB_7_3,Chard,Kober 5BB,7,3,Slice X3,5,0.26240183
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 183,5,0.183949445
Cab_SO4_24_1,Cab,SO4,24,1,Slice 1366,5,0.273412231
Cab_140 Ruggeri_17_2,Cab,140 Ruggeri,17,2,Slice 891,5,0.440218539
Cab_Schwarzmann_18_2,Cab,Schwarzmann,18,2,Slice 365,5,0.206564737
Chard_K51-32_11_2,Chard,K51-32,11,2,Slice 1305,5,0.155174974
Cab_420 A_25_1,Cab,420 A,25,1,Slice 251,5,0.186730583
Chard_1103 Paulsen_10_1,Chard,1103 Paulsen,10,1,Slice 1342,5,0.176519676
Cab_Freedom_18_3,Cab,Freedom,18,3,Slice 1000,5,0.312356761
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 239,5,0.146107138
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 765,5,0.337263093
Chard_420 A_9_2,Chard,420 A,9,2,Slice 907,5,0.169615728
Cab_3309 Couderc_26_3,Cab,3309 Couderc,26,3,Slice 880,5,0.240988549
Cab_140 Ruggeri_17_2,Cab,140 Ruggeri,17,2,Slice 301,5,0.42704364
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,5,0.365461347
Cab_3309 Couderc_18_1,Cab,3309 Couderc,18,1,Slice 883,5,0.291382103
Chard_Kober 5BB_13_4,Chard,Kober 5BB,13,4,Slice 1342,5,0.204728158
Chard_Freedom_12_3,Chard,Freedom,12,3,Slice 794,5,0.188416185
Chard_420 A_2_4,Chard,420 A,2,4,Slice 345,5,0.340832257
Chard_Schwarzmann_11_3,Chard,Schwarzmann,11,3,Slice 811,5,0.206976931
Chard_3309 Couderc_5_1,Chard,3309 Couderc,5,1,Slice 1336,5,0.163104146
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,5,0.136988925
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,5,0.255797996
Chard_140 Ruggeri_4_2,Chard,140 Ruggeri,4,2,Slice 1395,5,0.375308319
Chard_SO4_13_4,Chard,SO4,13,4,Slice 1387,5,0.235730246
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,5,0.312999899
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,5,0.178037016
Cab_Ramsey_17_1,Cab,Ramsey,17,1,Slice 809,5,0.239863947
Chard_K51-32_11_2,Chard,K51-32,11,2,Slice 786,5,0.160651143
Cab_3309 Couderc_21_2,Cab,3309 Couderc,21,2,Slice 232,5,0.31757041
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,5,0.2921605
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,5,0.274034994
